date,title,source
Oct-22-18,"Detailed Research: Economic Perspectives on Caseys General Stores, Evolus, OptiNose, Xunlei, Molina Healthcare, and Frontline  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Oct-31-18,"Optinose to Report Third Quarter 2018 Financial Results and Corporate Updates on November 13, 2018",GlobeNewswire
Nov-13-18,"OptiNose (OPTN) Reports Q3 Loss, Tops Revenue Estimates",Zacks
Nov-13-18,OptiNose: 3Q Earnings Snapshot,Associated Press
Nov-13-18,Optinose Reports Third Quarter 2018 Financial Results and Recent Operational Highlights,GlobeNewswire
Nov-26-18,"Is OptiNose, Inc. (NASDAQ:OPTN) A Good Stock To Buy?",Insider Monkey
Dec-10-18,Optinose Announces First Patient Enrolled in Clinical Trial of XHANCE for Chronic Sinusitis,GlobeNewswire
Dec-11-18,"Investor Expectations to Drive Momentum within eBay, Pulse Biosciences, Evolus, Weibo, OptiNose, and The Descartes Systems Group  Discovering Underlying Factors of Influence",GlobeNewswire
Dec-11-18,Optinose Announces Update to License Agreement with Avanir Pharmaceuticals for ONZETRA XSAIL,GlobeNewswire
Dec-13-18,"The Daily Biotech Pulse: Vivus Extends Supply Deal With Sandoz, Applied Genetic Snaps Ties With Biogen",Benzinga
Dec-25-18,"OptiNose, Inc. (NASDAQ:OPTN): Time For A Financial Health Check",Simply Wall St.
Feb-04-19,Bucks County drug-device developer inks licensing deal worth a potential $45M,American City Business Journals
Feb-04-19,Optinose Announces License Agreement,GlobeNewswire
Feb-15-19,Optinose to Highlight Data at the 2019 AAAAI Annual Meeting in San Francisco,GlobeNewswire
Feb-19-19,Optinose Announces Issuance of Four Additional U.S. Patents Covering XHANCE,GlobeNewswire
