date,title,source
Nov-06-18,"China To Boost Shale Oil, Gas Production",Oilprice.com
Nov-08-18,PetroChinas Shares Rise After Securing Supply Agreements,Investing.com
Nov-14-18,PetroChina (PTR) Q3 Earnings Surge in Best Quarter Since 2014,Zacks
Nov-16-18,"The Zacks Analyst Blog Highlights: PetroChina, NextEra, Eni, Dr Pepper and Regeneron",Zacks
Nov-23-18,[$$] Oil prices hit one-year low on supply and economic angst,Financial Times
Nov-26-18,[$$] Oil Giant PetroChina Hits Eight-Month Low as Crude Slumps,The Wall Street Journal
Nov-28-18,"Contender: Saudi Arabia nabs new China oil demand, challenges Russia's top spot",Reuters
Dec-12-18,China Determined To Avoid Another Natural Gas Crisis,Oilprice.com
Dec-14-18,PetroChina Reports Hydrocarbon Flow From Tarim Basin Well,Zacks
Dec-20-18,Do Hedge Funds Love PetroChina Company Limited (PTR)?,Insider Monkey
Dec-27-18,BRIEF-Sichuan Expressway To Buy Oil Products From Petrochina's Sichuan Branch,Reuters
Jan-07-19,5 Chinese Stocks to Avoid Now (But Buy Later),InvestorPlace
Jan-07-19,Why These Three Oil Company Stocks Collapsed in December,Motley Fool
Jan-07-19,New Strong Sell Stocks for January 7th,Zacks
Jan-11-19,Why These Global Oil Giants Fell 12% or More in 2018,Motley Fool
Jan-14-19,PetroChina (PTR) Subsidiaries to Expand LNG &amp; Oil Terminals,Zacks
Jan-22-19,PetroChina Expects 4Q18 Profits to Fall Amid Low Oil Prices,Zacks
Jan-29-19,"Oil &amp; Gas Stock Roundup: Halliburton's Q4, Eni's ADNOC Deal &amp; More",Zacks
Jan-30-19,"The Zacks Analyst Blog Highlights: Halliburton, Eni, RPC and PetroChina",Zacks
Jan-31-19,Exclusive: PetroChina to drop PDVSA as partner in refinery project - sources,Reuters
Feb-01-19,Factbox: China's oil majors tap new discoveries as they step up drilling,Reuters
Feb-01-19,"Drill, China, drill: State majors step on the gas after Xi calls for energy security",Reuters
Feb-05-19,China Faces An Uphill Battle For Energy Independence,Oilprice.com
Feb-12-19,U.S. Sanctions Spark Surge in Venezuelan Oil Half the World Away,Bloomberg
Feb-13-19,U.S. Sanctions Spark Venezuela Oil Surge Half the World Away,Bloomberg
Feb-14-19,What's the most expensive stock of all time?,Investopedia
Feb-14-19,Global Oil Prices Turn Topsy-Turvy as Scorned Crudes Become Dear,Bloomberg
Feb-19-19,Morgan Stanley: New Oil Discovery Could Spur Chinas Shale Boom,Oilprice.com
Feb-21-19,"Shell, PetroChina spat holds up biggest Australian coal seam gas project",Reuters
Feb-21-19,"Shell, PetroChina spat holds up biggest Australian coal seam gas project",Reuters
Feb-28-19,"Shell, PetroChina JV Arrow wins leases for big Australian gas project",Reuters
Mar-06-19,Local Gas Shortage Threatens Australias LNG Dream,Oilprice.com
Mar-15-19,U.S. Oil Waivers That Rocked Market in 2018 Back to Focus,Bloomberg
Mar-18-19,Shell (RDS.A) to Decide on LNG Canada 2nd Phase By 2025,Zacks
Mar-21-19,Day Ahead: Top 3 Things to Watch,Investing.com
Mar-21-19,Canadas Natural Gas Crisis Is Going Under The Radar,Oilprice.com
Mar-21-19,Oil Retreats as Dollar Gains and Concerns Over Demand Persist,Bloomberg
Mar-21-19,PetroChina plans biggest capital expenditure in four years,Reuters
Mar-22-19,"Top Analyst Reports for Alphabet, Wells Fargo & PetroChina",Zacks
Mar-25-19,"The Zacks Analyst Blog Highlights: Alphabet, Wells Fargo, PetroChina, Micron and Allstate",Zacks
Apr-02-19,PetroChina (PTR) 2018 Earnings Up 130.7% Y/Y on Upstream Power,Zacks
Apr-02-19,Saudi Arabias Gas Tank Is Running Low,Bloomberg
Apr-04-19,Chevron (CVX) to Double Kitimat LNG Plant Size in Canada,Zacks
Apr-08-19,Shell enters China's shale oil scene with joint study with Sinopec,Reuters
Apr-10-19,Shell's LNG Canada Project to Sell Output to JERA of Japan,Zacks
Apr-11-19,BP latest oil major to exit China's shale gas after poor drilling results,Reuters
Apr-24-19,BRIEF-CNOOC China Signs A Petroleum Contract With PetroChina,Reuters
Apr-26-19,5 Energy Stocks in Gurus' Portfolios,GuruFocus.com
Apr-29-19,PetroChina Filed Annual Report on Form 20-F,PR Newswire
Apr-29-19,PetroChina first-quarter profit flat as weak fuel business offsets exploration gains,Reuters
Apr-29-19,PetroChina Profit Steady as E&P Gain Offsets Refining Slump,Bloomberg
Apr-30-19,BRIEF-Corrected-Zhenhai Petrochemical Engineering Expects To Win Sinopec's (Not Petrochina's) Bids Worth About 2.06 Bln Yuan,Reuters
May-03-19,7 Energy Stocks to Buy to Light Up Your Portfolio,InvestorPlace
May-07-19,"Iraq planning $53B megaproject with ExxonMobil, PetroChina",Associated Press
May-07-19,"Iraq close to signing $53 billion deal with Exxon, PetroChina; denies Iran link",Reuters
May-08-19,Iraq Close To Signing Mega $53 Billion Oil Deal,Oilprice.com
May-08-19,Oil Gains as Surprise Drop in U.S. Supplies Shows Tighter Market,Bloomberg
May-08-19,ExxonMobil &amp; PetroChina Eye $53-Billion Megaproject in Iraq,Zacks
May-08-19,"Iraq sees deal with Exxon Mobil, PetroChina 'very soon' - oil minister",Reuters
May-08-19,"Iraq sees deal with Exxon Mobil, PetroChina 'very soon' - oil minister",Reuters
May-13-19,PetroChina (PTR) Q1 Earnings Edge Up on Upstream Strength,Zacks
May-20-19,China's CNPC breaks into Myanmar fuel retailing with Singapore brand,Reuters
