date,title,source
Oct-17-18,Synopsys Awarded DARPA Electronics Resurgence Initiative Contract for Advanced Emulation Technology,PR Newswire
Oct-23-18,Synopsys Custom Design Platform Delivers Breakthrough Analog Simulation and Fusion Technologies,PR Newswire
Oct-23-18,"Synopsys Custom Compiler Doubles New Customer Adoptions, Introduces New Release",PR Newswire
Oct-23-18,Synopsys FineSim SPICE Cuts Analog Simulation Time by 3X,PR Newswire
Oct-24-18,"Synopsys Announces Fastest, Most Power Efficient DDR5 and LPDDR5 IP Solutions",PR Newswire
Oct-29-18,Synopsys Improves Automotive Functional Safety with Fast Soft-Error Analysis,PR Newswire
Oct-29-18,Synopsys Advances Test Fusion Technology with Test Points to Reduce Manufacturing Costs and Boost Quality,PR Newswire
Oct-30-18,Synopsys Enhances DesignWare Memory Test and Repair Solution for Embedded MRAM,PR Newswire
Oct-31-18,"Analysis: Positioning to Benefit within At Home Group, Synopsys, Agilent Technologies, AGNC Investment, Helios and Matheson Analytics, and Tech Data  Research Highlights Growth, Revenue, and Consolidated Results",GlobeNewswire
Nov-05-18,AMF Photonics SiP Process Design Kit Available for Synopsys OptoDesigner Photonic IC Layout Solution,PR Newswire
Nov-06-18,"Synopsys Unveils Fusion Compiler, Enabling 20 Percent Higher Quality-of-Results and 2X Faster Time-to-Results",PR Newswire
Nov-06-18,Synopsys Extends Synthesis Leadership with Next-Generation Design Compiler,PR Newswire
Nov-07-18,Infinera Process Design Kit Available for Synopsys OptSim Circuit PIC Design Solution,PR Newswire
Nov-08-18,Synopsys Announces Earnings Release Date for Fourth Quarter and Fiscal Year 2018,PR Newswire
Nov-08-18,Synopsys Wins 2018 World Electronic Achievement Awards for Two Major Game-Changing Innovations,PR Newswire
Nov-14-18,Is Synopsys Incs (NASDAQ:SNPS) Liquidity Good Enough?,Simply Wall St.
Nov-28-18,Synopsys (SNPS) Earnings Expected to Grow: Should You Buy?,Zacks
Dec-07-18,Edited Transcript of SNPS earnings conference call or presentation 5-Dec-18 10:00pm GMT,Thomson Reuters StreetEvents
Dec-10-18,Synopsys and imec Demonstrate Accelerated Modeling of Innovative Complementary FET (CFET) Technology,PR Newswire
Dec-10-18,Is Synopsys Incs (NASDAQ:SNPS) P/E Ratio Really That Good?,Simply Wall St.
Dec-10-18,"New Research Coverage Highlights Synopsys, Unum Therapeutics, HD Supply, Tech Data, Mellanox Technologies, and eHealth  Consolidated Revenues, Company Growth, and Expectations for 2018",GlobeNewswire
Dec-11-18,"Hedge Funds Are Buying Synopsys, Inc. (SNPS)",Insider Monkey
Dec-13-18,5 Tech Stocks That Braved Nasdaq's Loss of 2018 Gains,Zacks
Dec-14-18,Edited Transcript of SNPS earnings conference call or presentation 5-Dec-18 10:00pm GMT,Thomson Reuters StreetEvents
Dec-17-18,RSoft Product Updates Advance Optical Design for AR/VR Systems,PR Newswire
Dec-18-18,Synopsys Refurbishes RSoft Photonic Component Design Suite,Zacks
Dec-18-18,Check Point Rides on Strong Adoption of Security Solutions,Zacks
Dec-18-18,"Ambarella Ups the Ante in ADAS With SoC, Joins HELLA Aglaia",Zacks
Dec-18-18,5 Stocks With Solid Sales Growth to Buy in Bearish Markets,Zacks
Dec-19-18,Industry Leaders Collaborate with Synopsys on Modeling Standards to Address Design Down to 2nm,PR Newswire
Dec-19-18,"Zacks.com featured highlights include: Synopsys, American Equity, Monster Beverage, AMETEK and United Rentals",Zacks
Dec-21-18,Autodesk's Latest Acquisition Expands Construction Portfolio,Zacks
Dec-21-18,"CACI's Winning Streak Continues, Gets IDIQ $12.1B Contract",Zacks
Dec-27-18,Why Should You Hold Logitech (LOGI) Stock in Your Portfolio?,Zacks
Dec-28-18,Mercury Boosts Offerings With 100Gbps Data Transmission Rates,Zacks
Dec-28-18,Should You Get Rid of Simulations Plus (SLP) Now?,Zacks
Jan-02-19,Here's Why You Should Hold on to FireEye (FEYE) Stock Now,Zacks
Jan-03-19,NVIDIA in Legal Tussle as Investors File Class-Action Lawsuit,Zacks
Jan-03-19,Why You Should Keep Twilio (TWLO) Stock in Your Portfolio,Zacks
Jan-03-19,Here's Why You Should Hold on to Symantec (SYMC) Stock Now,Zacks
Jan-04-19,Why Is Synopsys (SNPS) Down 11.1% Since Last Earnings Report?,Zacks
