date,title,source
Oct-25-18,Healthcare Trust of America (HTA) Q3 FFO Match Estimates,Zacks
Oct-25-18,Healthcare Trust of America: 3Q Earnings Snapshot,Associated Press
Oct-25-18,"Healthcare Trust of America, Inc. Reports Third Quarter 2018 Earnings",PR Newswire
Oct-25-18,"Healthcare Trust of America, Inc. Announces its Fourth Quarter Dividend",PR Newswire
Oct-25-18,How Should Investors React To Healthcare Trust of America Incs (NYSE:HTA) CEO Pay?,Simply Wall St.
Oct-29-18,Healthcare Trust of America's Naples Asset Leased to 82%; Welcomes VA as Tenant,PR Newswire
Oct-29-18,"Healthcare Trust of America, Inc. Names New National Marketing Director, Expands Marketing Team",PR Newswire
Oct-29-18,Edited Transcript of HTA earnings conference call or presentation 26-Oct-18 4:00pm GMT,Thomson Reuters StreetEvents
Oct-30-18,"Healthcare Trust of America, Inc. to Attend NAREIT's REIT World 2018 Annual Convention",PR Newswire
Oct-30-18,"New Research Coverage Highlights Simon Property Group, Schnitzer Steel Industries, The Boston Beer, Boston Scientific, Healthcare Trust of America, and Patterson-UTI Energy  Consolidated Revenues, Company Growth, and Expectations for 2018",GlobeNewswire
Oct-31-18,Edited Transcript of HTA earnings conference call or presentation 26-Oct-18 4:00pm GMT,Thomson Reuters StreetEvents
Nov-26-18,"Healthcare Trust of America, Inc. Sponsors Boston Children's Hospital's Champions for Children Event",PR Newswire
Nov-30-18,"Healthcare Trust of America, Inc. Sponsors St. Joseph Health/ Mission Hospital's Gala",PR Newswire
Dec-03-18,Should You Buy Healthcare Trust Of America Inc (NYSE:HTA)?,Insider Monkey
Dec-17-18,19 Best Retirement Stocks to Buy in 2019,Kiplinger
Dec-18-18,"How Good Is Healthcare Trust of America, Inc. (NYSE:HTA), When It Comes To ROE?",Simply Wall St.
Jan-18-19,Why Trending Outpatient Care is a Boon for Healthcare REITs,Zacks
Jan-22-19,"Healthcare Trust of America, Inc. Sets Dates to Report 2018 Fourth Quarter Financial Results and Host Conference Call",PR Newswire
Feb-08-19,"How To Look At Healthcare Trust of America, Inc. (NYSE:HTA)",Simply Wall St.
Feb-11-19,"New Research Coverage Highlights United Parcel Service, Healthcare Trust of America, CommVault, SPX FLOW, Chimerix, and International Speedway  Consolidated Revenues, Company Growth, and Expectations for 2019",GlobeNewswire
Feb-14-19,Healthcare Trust of America: 4Q Earnings Snapshot,Associated Press
Feb-14-19,Healthcare Trust of America (HTA) Lags Q4 FFO and Revenue Estimates,Zacks
Feb-14-19,"Healthcare Trust of America, Inc. Reports 2018 Results And 2019 Earnings Guidance",PR Newswire
Feb-14-19,"Healthcare Trust of America, Inc. Announces its First Quarter Dividend",PR Newswire
