date,title,source
Oct-18-18,Homology Medicines Presents Long-Term Efficacy Data of a Single Dose of Gene Therapy Development Candidate for Treatment of Phenylketonuria,GlobeNewswire
Nov-07-18,Homology Medicines Presents Data on Platforms Ability to Target the Central and Peripheral Nervous System and Therapeutic Potential in the Rare Disease Metachromatic Leukodystrophy,GlobeNewswire
Nov-08-18,Homology Medicines to Present at Stifel Healthcare Conference,GlobeNewswire
Nov-13-18,Homology Medicines: 3Q Earnings Snapshot,Associated Press
Nov-13-18,Homology Medicines Reports Third Quarter 2018 Financial Results,GlobeNewswire
Dec-18-18,"Is Homology Medicines, Inc. (FIXX) A Good Stock To Buy?",Insider Monkey
Jan-07-19,Homology Medicines Achieves 2018 Goals and Prepares PKU Gene Therapy Program for the Clinic with Initial Data Expected in 2019,GlobeNewswire
Jan-07-19,Homology Medicines Advances First Gene Editing Development Candidate into IND-Enabling Studies for Pediatric Patients with Phenylketonuria,GlobeNewswire
Mar-01-19,Julian Robertson Buys 2 Stocks as He Slashes Portfolio,GuruFocus.com
Mar-06-19,Homology Medicines to Present at Cowen Healthcare Conference,GlobeNewswire
Mar-12-19,Homology Medicines: 4Q Earnings Snapshot,Associated Press
Mar-12-19,Homology Medicines Reports Fourth Quarter and Full Year 2018 Financial Results and Provides Update on Recent Accomplishments,GlobeNewswire
Mar-19-19,Homology Medicines to Present at the Alliance for Regenerative Medicine Investor Day,GlobeNewswire
Apr-02-19,Can You Imagine How Homology Medicines's (NASDAQ:FIXX) Shareholders Feel About The 77% Share Price Increase?,Simply Wall St.
Apr-04-19,Homology Medicines Presents Preclinical Data from PKU Gene Therapy Program Demonstrating Restored Metabolic Pathway and Increased Neurotransmitter Production,GlobeNewswire
Apr-04-19,Homology Medicines Announces FDA Clearance of Investigational New Drug Application for HMI-102 Gene Therapy Candidate for PKU,GlobeNewswire
Apr-08-19,Homology Medicines Announces Proposed Public Offering of Common Stock,GlobeNewswire
Apr-09-19,Homology Medicines Announces Pricing of Public Offering of Common Stock,GlobeNewswire
Apr-15-19,Homology Medicines Announces Upcoming Presentations on its Gene Therapy and Gene Editing Platform and Manufacturing Capabilities at the American Society of Gene & Cell Therapy Meeting,GlobeNewswire
Apr-30-19,Homology Medicines Presents Data Demonstrating Suite of Novel AAV Vectors Targeted Key Cell Types for Inherited Retinal Diseases,GlobeNewswire
