date,title,source
Oct-29-18,Sunworks to Announce Third Quarter 2018 Results and Hold Conference Call on November 7th,GlobeNewswire
Nov-07-18,"Sunworks, Inc. (SUNW) Reports Q3 Loss, Misses Revenue Estimates",Zacks
Nov-07-18,Sunworks Partners with National Grocery Retailer to Drive Renewable Initiative,GlobeNewswire
Nov-07-18,Sunworks Reports Third Quarter 2018 Results,GlobeNewswire
Nov-08-18,"New projects, pricing model buoy Sunworks shares",American City Business Journals
Nov-14-18,"Recent Analysis Shows COUPA SOFTWARE, Galmed Pharmaceuticals, Sunworks, Murphy, Diversicare Healthcare Services, and Pro-Dex Market Influences  Renewed Outlook, Key Drivers of Growth",GlobeNewswire
Nov-29-18,What You Must Know About Sunworks Incs (NASDAQ:SUNW) Financial Strength,Simply Wall St.
Dec-18-18,Sunworks Expands Addressable Market with New Projects in Massachusetts and New Jersey,GlobeNewswire
Dec-20-18,Sunworks Names Valarie Serrato Vice President of Residential Business,GlobeNewswire
Jan-30-19,Sunworks Appoints Former CFO Paul McDonnel as Interim CFO,GlobeNewswire
Feb-04-19,Sunworks to Construct 1.5 Megawatt (mW) Solar and Storage Project for Kingston Technology,GlobeNewswire
Feb-06-19,"How Does Investing In Sunworks, Inc. (NASDAQ:SUNW) Impact The Volatility Of Your Portfolio?",Simply Wall St.
Feb-06-19,JKS vs. SUNW: Which Stock Is the Better Value Option?,Zacks
Feb-22-19,JKS vs. SUNW: Which Stock Is the Better Value Option?,Zacks
Feb-28-19,Sunworks to Announce 2018 Fourth Quarter Full-Year Results and Hold Conference Call on March 12,GlobeNewswire
Mar-12-19,Sunworks Reports Fourth Quarter 2018 Results,GlobeNewswire
Mar-12-19,"Sunworks, Inc. to Host Earnings Call",ACCESSWIRE
Mar-12-19,Q4 Earnings Outlook For Sunworks,Benzinga
Mar-18-19,JKS vs. SUNW: Which Stock Should Value Investors Buy Now?,Zacks
Mar-21-19,"Sunworks Receives Nasdaq Listing Extension to September 16, 2019",GlobeNewswire
Mar-25-19,Will the Sun Shine on Solar Stocks This Year? 4 Picks,Zacks
Mar-28-19,Solar Industry Outlook: Near-Term Prospects Encouraging,Zacks
Mar-28-19,Covanta Holding Gains on Systematic Capital Expenditures,Zacks
Mar-29-19,"Sunworks Inc (SUNW) Files 10-K for the Fiscal Year Ended on December 31, 2018",GuruFocus.com
Apr-03-19,U.S. Renewable Electricity Generation Nearly Doubles: 4 Picks,Zacks
Apr-04-19,"The Zacks Analyst Blog Highlights: Sunworks, Enphase, Sunrun and Gevo",Zacks
Apr-05-19,"Sunworks, Inc. (SUNW) Stock Sinks As Market Gains: What You Should Know",Zacks
Apr-08-19,"Is Sunworks, Inc. (SUNW) a Great Value Stock Right Now?",Zacks
Apr-09-19,Sunworks shares jump following positive research report,American City Business Journals
Apr-10-19,Is Sunworks (SUNW) Outperforming Other Oils-Energy Stocks This Year?,Zacks
Apr-11-19,First Solar (FSLR) Jumps: Stock Rises 8.3%,Zacks
Apr-12-19,3 Solar Stocks Worth Buying Ahead of This Earnings Season,Zacks
Apr-12-19,Here's Why You Should Add Canadian Solar (CSIQ) to Portfolio,Zacks
Apr-15-19,"Kohl's, Shopify, Canadian Solar, Sunworks and Sunrun highlighted as Zacks Bull and Bear of the Day",Zacks
Apr-26-19,Is Sunworks (SUNW) Stock Outpacing Its Oils-Energy Peers This Year?,Zacks
May-01-19,Sunworks shares continue sharp April rise on research report,American City Business Journals
May-01-19,5 Stocks to Beat &quot;Sell in May and Go Away&quot; Syndrome,Zacks
May-02-19,Wall Street Sees Best Four-Month Start in Decades: 5 Winners,Zacks
May-03-19,"The Zacks Analyst Blog Highlights: Sunworks, Limbach, Fuel Tech, Herc and Stifel",Zacks
May-07-19,"Buy Small-Cap ETFs, Stocks on Solid Data, Renewed Trade Fear",Zacks
May-07-19,Sunworks to Announce First Quarter 2019 Results and Hold Conference Call on May 14th,GlobeNewswire
May-08-19,6 Stocks That Popped Last Week,Zacks
May-08-19,Sunworks to Announce First Quarter 2019 Results and Hold Conference Call on May 14th,GlobeNewswire
May-10-19,Sunworks (SUNW) to Post Q1 Earnings: What's in the Cards?,Zacks
May-14-19,"Sunworks, Inc. (SUNW) Reports Q1 Loss, Lags Revenue Estimates",Zacks
May-14-19,Sunworks Reports First Quarter of 2019 Results,GlobeNewswire
May-15-19,Sunworks shares plunge after revenue misses forecast,American City Business Journals
May-17-19,"Sunworks' (SUNW) Q1 Loss Wider Than Expected, Revenues Lag",Zacks
May-23-19,Sunworks to Construct 1 MW Solar and Storage Project for Northern California School District,GlobeNewswire
May-23-19,Sunworks Celebrates Completion of 1.4 MW Solar Project,GlobeNewswire
May-31-19,"Jim Cramer Gives His Opinion On Six Flags, Sunworks And More",Benzinga
Jun-03-19,Sunworks Announces Extension of Term Loan Agreement,GlobeNewswire
