date,title,source
Oct-25-18,Aon and Guidewire Launch Cyber Scenario for a U.S. Dam Attack,Business Wire
Oct-26-18,"Guidewires Connections 2018 Annual User Conference Showcases New InsurancePlatform Product and Enhancements to More Than 2,100 Attendees",Business Wire
Oct-29-18,"Analysis: Positioning to Benefit within Nustar Energy, Guidewire Software, Corning, La-Z-Boy, ManpowerGroup, and Heritage-Crystal Clean  Research Highlights Growth, Revenue, and Consolidated Results",GlobeNewswire
Oct-30-18,Analysts think these Bay Area deals could follow Red Hat's $34 billion sale to IBM,American City Business Journals
Oct-30-18,La Segunda Selects Guidewire Products to Transform Core Operations Capabilities,Business Wire
Nov-05-18,Why the Earnings Surprise Streak Could Continue for Guidewire Software (GWRE),Zacks
Nov-06-18,Seguros SURA Colombia Deploys Guidewire InsurancePlatform for Core Operations,Business Wire
Nov-08-18,Guidewire Software Announces Opta Information Intelligence as New Solution Alliance Partner,Business Wire
Nov-15-18,"CIRMA Selects Guidewire InsurancePlatform for Claims Management, Data and Analytics, and Digital Engagement",Business Wire
Nov-16-18,Guidewire Enhances PartnerConnect Consulting Program with Addition of Product and Regional Specializations,Business Wire
Nov-20-18,"Guidewire Software to Announce First Quarter Fiscal 2019 Financial Results on December 4, 2018",Business Wire
Nov-27-18,Guidewire Software (GWRE) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,Zacks
Nov-29-18,Factors Likely to Influence Guidewire's (GWRE) Q1 Earnings,Zacks
Dec-03-18,"Guidewire Recognised as a Leader in the Inaugural Gartner Magic Quadrant for Non-Life Insurance Platforms, Europe",Business Wire
