date,title,source
Oct-18-18,Opiant Pharmaceuticals Announces Receipt of National Institutes of Health Grant by Walter Reed Army Institute of Research and SUNY Upstate Medical University for Development of a Heroin Vaccine,GlobeNewswire
Oct-22-18,Opiant Pharmaceuticals to Participate in Opioid Panel at the BARDA Industry Day,GlobeNewswire
Oct-29-18,Opiant Pharmaceuticals Appoints Seasoned Pharmaceutical Executive Craig Collard to Board of Directors,GlobeNewswire
Nov-01-18,"Opiant Pharmaceuticals to Report Third Quarter 2018 Financial Results and Host Conference Call and Webcast on Wednesday, November 7th",GlobeNewswire
Nov-05-18,"Opiant Pharmaceuticals Announces Last Patient, Last Visit in Phase 2 Clinical Trial Evaluating OPNT001 in Bulimia Nervosa",GlobeNewswire
Nov-07-18,"Opiant Pharmaceuticals, Inc. Reports Third Quarter 2018 Financial Results and Provides Corporate Update",GlobeNewswire
Nov-08-18,OPNT: Data from Phase 2 Study of OPNT001 in Bulimia Nervosa in 1Q19,Zacks Small Cap Research
Nov-16-18,"Granite Point Capitals Returns, AUM, and Holdings",Insider Monkey
Nov-19-18,"New Research: Key Drivers of Growth for Huttig Building Products, Stratus Properties, Manitex International, Marathon Patent Group, Medallion Financial, and Opiant Pharmaceuticals  Factors of Influence, Major Initiatives and Sustained Production",GlobeNewswire
Nov-20-18,Does Opiant Pharmaceuticals Incs (NASDAQ:OPNT) CEO Salary Reflect Performance?,Simply Wall St.
Dec-26-18,Opiant Pharmaceuticals Licenses Novel CB-1 Receptor Antagonist for Treatment of Acute Cannabinoid Overdose from Sanofi,GlobeNewswire
Jan-09-19,OPNT: Acquires Drinabant for Acute Cannabinoid Overdose,Zacks Small Cap Research
Feb-01-19,"LD Micro Welcomes Nearly 1,000 Companies to the LD Micro Index",ACCESSWIRE
Feb-06-19,"Should You Take Comfort From Insider Transactions At Opiant Pharmaceuticals, Inc. (NASDAQ:OPNT)?",Simply Wall St.
Feb-21-19,Opiant Pharmaceuticals Announces Top-line Results from Phase 2 Clinical Trial of OPNT001 for Treatment of Bulimia Nervosa,GlobeNewswire
