date,title,source
Oct-18-18,Spectrum Pharmaceuticals Announces Dr. Francois Lebel as Chief Medical Officer,Business Wire
Oct-19-18,"The Daily Biotech Pulse: Novartis Positive Liver Drug Trials, Krytstal Prices Offering, LogicBio To Debut",Benzinga
Oct-23-18,Spectrum Pharmaceuticals Receives FDA Approval of KHAPZORY (levoleucovorin) for injection,Business Wire
Oct-24-18,"Analysis: Positioning to Benefit within Spectrum Pharmaceuticals, Carnival, Cadence Design, Tandem Diabetes Care, Rigel Pharmaceuticals, and Regeneron Pharmaceuticals  Research Highlights Growth, Revenue, and Consolidated Results",GlobeNewswire
Oct-25-18,Spectrum Pharmaceuticals (SPPI) Q3 Earnings Preview: What's Shaping Up?,Zacks
Nov-01-18,Spectrum Pharmaceuticals Announces Third Quarter 2018 Financial Results Teleconference and Webcast,Business Wire
Nov-07-18,Spectrum Pharmaceuticals to Present Corporate Update at the Jefferies 2018 London Healthcare Conference on November 14,Business Wire
Nov-08-18,"Spectrum Pharmaceuticals (SPPI) Reports Q3 Loss, Tops Revenue Estimates",Zacks
Nov-08-18,Spectrum Pharma: 3Q Earnings Snapshot,Associated Press
Nov-08-18,Spectrum Pharmaceuticals Reports Third Quarter 2018 Pipeline Update and Financial Results,Business Wire
Nov-09-18,Spectrum (SPPI) Earnings and Sales Beat Estimates in Q3,Zacks
Nov-09-18,"Ligand (LGND) Beats on Q3 Earnings & Revenues, Raises View",Zacks
Nov-09-18,Today's Research Reports on Trending Tickers: Omeros and Spectrum Pharmaceuticals,ACCESSWIRE
Nov-13-18,Spectrum Pharmaceuticals Appoints Dr. Jeffrey Vacirca to its Board of Directors,Business Wire
Nov-30-18,Spectrum Pharmaceuticals Highlights Three Posters at the 60th Annual Meeting of the American Society of Hematology,Business Wire
Dec-03-18,"Report: Exploring Fundamental Drivers Behind CVS Health, TransCanada, Nektar Therapeutics, LendingTree, Spectrum Pharmaceuticals, and TripAdvisor  New Horizons, Emerging Trends, and Upcoming Developments",GlobeNewswire
Dec-04-18,Edited Transcript of SPPI earnings conference call or presentation 8-Nov-18 9:30pm GMT,Thomson Reuters StreetEvents
Dec-06-18,Edited Transcript of SPPI earnings conference call or presentation 8-Nov-18 9:30pm GMT,Thomson Reuters StreetEvents
Dec-10-18,Here's Why Spectrum Pharmaceuticals Rose 21.5% in November,Motley Fool
Dec-18-18,"Spectrum Pharmaceuticals, Inc. (NASDAQ:SPPI): When Will It Breakeven?",Simply Wall St.
Dec-19-18,"Stocks making the biggest moves after hours: Tilray, Spectrum Pharmaceuticals and more",CNBC
Dec-19-18,Spectrum Pharma stock tanks after drug fails to get on speedier track,MarketWatch
Dec-19-18,Spectrum Pharmaceuticals Provides Poziotinib Update,Business Wire
Dec-20-18,"Here's Why Spectrum Pharmaceuticals, Inc. Is Getting Beaten Down Today",Motley Fool
Dec-20-18,Spectrum Pharma Shares Plunge As FDA Refuses Breakthrough Designation For Lung Cancer Drug,Benzinga
Dec-20-18,"The Daily Biotech Pulse: Tilray Inks Cannabis Drink Pact, Double Delight For Merck, FDA Snub For Spectrum",Benzinga
Dec-20-18,Today's Research Reports on Trending Tickers: Spectrum Pharmaceuticals and MannKind,ACCESSWIRE
Dec-27-18,"Why J.C. Penney, Tesla, and Spectrum Pharmaceuticals Slumped Today",Motley Fool
Dec-27-18,Here's Why Spectrum Pharmaceuticals Fell as Much as 13.1% Today,Motley Fool
Dec-28-18,Spectrum Pharma Files BLA for Neutropenia Candidate Rolontis,Zacks
Jan-02-19,Spectrum Pharmaceuticals Announces Full Enrollment of the Poziotinib EGFR Cohort for Previously Treated Non-Small Cell Lung Cancer Patients with Exon 20 Insertion Mutations,Business Wire
Jan-03-19,Spectrum Pharma Fully Enrolls 1St Cohort in Poziotinib Study,Zacks
Jan-17-19,Spectrum Pharma Sells Marketed Portfolio in a Deal That Could Reach $300 Million,TheStreet.com
Jan-17-19,"Spectrum Pharma sells marketed portfolio for $160 million upfront, up to $140 million in milestone payments",MarketWatch
Jan-17-19,Spectrum Pharmaceuticals Sells Marketed Portfolio to Acrotech Biopharma L.L.C. to Focus on New and Innovative Therapies for Cancer Patients,Business Wire
