date,title,source
Oct-23-18,Brighthouse Financial Aims to Simplify Advisor Experience with End-to-End Digital Platform,Business Wire
Nov-01-18,What's in Store for Brighthouse Financial (BHF) Q3 Earnings?,Zacks
Nov-05-18,Brighthouse Financial (BHF) Surpasses Q3 Earnings Estimates,Zacks
Nov-05-18,Brighthouse Financial: 3Q Earnings Snapshot,Associated Press
Nov-05-18,Brighthouse Financial Announces Third Quarter 2018 Results,Business Wire
Nov-06-18,"Brighthouse Financial, Inc. (BHF) Q3 2018 Earnings Conference Call Transcript",Motley Fool
Nov-06-18,"Brighthouse Financial (BHF) Q3 Earnings Top, Revenues Up Y/Y",Zacks
Nov-09-18,"Detailed Research: Economic Perspectives on Atmos Energy, Brighthouse Financial, Ciena, AutoNation, NorthStar Realty Europe, and Global Net Lease  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Nov-15-18,"A.M. Best Affirms Credit Ratings of Brighthouse Financial, Inc. and Its Subsidiaries",Business Wire
Nov-16-18,Brighthouse Financial Appoints Eileen Mallesch and Margaret McCarthy to Board of Directors,Business Wire
Dec-03-18,David Einhorn's Greenlight Re Slides Again in November,GuruFocus.com
Dec-04-18,David Einhorn's Greenlight Re Slides Again in November,GuruFocus.com
Dec-07-18,"Here is What Hedge Funds Think About Brighthouse Financial, Inc. (BHF)",Insider Monkey
Dec-19-18,7 S&P 500 Stocks That Have Lost 40% or More,Kiplinger
Jan-02-19,David Einhorn Posts Worst Year Ever,GuruFocus.com
Jan-02-19,"Hedge fund all-star David Einhorn posts his worst year ever, losing 34% in 2018",CNBC
Jan-15-19,Brighthouse Financial Joins Envestnet Insurance Exchange,Business Wire
Jan-16-19,Will Brighthouse Financial (BHF) Beat Estimates Again in Its Next Earnings Report?,Zacks
Jan-18-19,Brighthouse Financial Announces Conference Call to Discuss Fourth Quarter 2018 Results,Business Wire
Feb-04-19,Youll love having these hated stocks in your portfolio,MarketWatch
Feb-04-19,New Strong Sell Stocks for February 4th,Zacks
Feb-07-19,Brighthouse Financial (BHF) Q4 Earnings: What to Expect,Zacks
Feb-08-19,"Insurers Due to Report Q4 Earnings on Feb 11: L, RE, BHF",Zacks
Feb-11-19,Brighthouse Financial: 4Q Earnings Snapshot,Associated Press
Feb-11-19,Brighthouse Financial Announces Fourth Quarter 2018 Results,Business Wire
Feb-12-19,The Dow Gains 373 Points Because Everythings Falling Into Place,Barrons.com
Feb-12-19,Brighthouse Financial Climbs on Q4 Revenue Results,TheStreet.com
Feb-12-19,"Brighthouse Financial, Inc. (BHF) Q4 2018 Earnings Conference Call Transcript",Motley Fool
Feb-12-19,"Stocks making the biggest moves midday: Caterpillar, Under Armour, Molson Coors Brewing & more",CNBC
Feb-12-19,"Brighthouse Financial (BHF) Q4 Earnings Miss, Revenues Beat",Zacks
Feb-12-19,MarketPulse: Brighthouse Fires up Financials on Earnings Beat,Investing.com
Feb-12-19,Brighthouse Financial: 4Q Earnings Snapshot,Associated Press
Feb-13-19,"Arnold Schneider Boosts Brighthouse Financial, Transocean",GuruFocus.com
Feb-13-19,"Market Trends Toward New Normal in Brighthouse Financial, BioMarin Pharmaceutical, EZCORP, Assembly Biosciences, A-Mark Precious Metals, and American Public Education  Emerging Consolidated Expectations, Analyst Ratings",GlobeNewswire
Feb-13-19,Brighthouse Financial Unveils a Smart New Way to Plan for Long-Term Care Expenses,Business Wire
